	A_1_A	A_2_A	A_3_A	A_4_A	A_5_A	A_6_A	A4_1_A	A4_2_A	A4_3_A	A4_4_A	A4_5_A	A4_6_A	A6_1_A	A6_2_A	A6_3_A	A6_4_A	A6_5_A	A6_6_A	AM_1_A	AM_2_A	AM_3_A	AM_4_A	AM_5_A	AM_6_A	W_1_A	W_2_A	W_3_A	W_4_A	W_5_A	W_6_A
OTU_8005	7	7	15	16	15	16	25	18	15	16	6	25	4	3	6	3	3	2	3	8	8	2	4	6	7	32	9	7	30	19
OTU_8757	22	19	19	32	35	18	14	6	3	2	4	7	5	2	2	2	2	2	2	8	5	1	4	3	21	17	14	26	20	25
OTU_3691	21	19	43	16	10	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	7	32	76	25	70
OTU_1104	2	7	0	0	2	0	23	13	20	10	60	26	24	8	2	8	5	4	4	1	2	56	14	9	6	4	0	0	1	2
OTU_11133	3	2	3	11	2	3	20	66	45	73	17	23	1	0	0	0	0	0	0	0	0	0	0	0	5	13	2	2	11	5
OTU_3679	21	2	8	70	0	6	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	21	2	0	38	175
OTU_11058	11	7	24	7	18	4	11	12	14	12	17	9	0	0	0	0	1	0	0	3	0	0	0	1	29	32	19	28	17	47
OTU_3539	0	2	2	0	2	1	66	62	25	9	0	28	1	3	5	4	1	10	1	15	7	0	1	8	1	23	3	3	21	3
OTU_848	4	1	0	9	1	3	20	6	18	17	58	17	21	1	6	2	2	1	0	0	0	29	3	1	81	3	3	1	1	10
OTU_14493	0	0	0	0	0	1	28	28	28	26	31	66	8	9	12	9	9	10	8	7	6	3	7	7	0	0	1	0	0	0
OTU_10130	6	14	25	21	17	9	4	6	6	8	0	12	1	3	2	2	3	6	2	7	13	0	3	4	7	29	29	29	37	33
OTU_11888	28	28	21	33	26	37	0	2	3	4	0	24	3	2	1	3	1	1	4	8	3	1	1	4	12	25	13	21	15	13
OTU_11608	4	6	10	12	4	1	20	21	19	27	15	11	2	1	3	4	5	2	1	8	2	0	0	1	17	57	33	10	26	10
OTU_6374	4	3	6	38	22	3	10	10	12	11	17	8	1	0	0	1	1	1	18	17	13	33	18	18	2	45	7	1	2	8
OTU_13315	0	0	67	0	67	108	2	2	0	0	0	5	15	9	0	4	4	2	0	0	2	7	0	0	23	0	7	11	0	0
OTU_1145	1	0	1	0	1	2	5	2	5	3	6	6	31	15	19	27	10	10	15	15	4	47	11	25	35	4	1	2	0	1
OTU_7933	16	16	11	37	25	7	5	12	7	5	1	18	1	0	1	3	4	0	14	16	7	1	7	11	10	6	4	2	69	17
OTU_579	14	7	3	2	29	5	7	5	8	4	28	23	12	5	4	6	6	3	13	8	4	43	10	16	12	14	2	3	7	14
OTU_3476	12	18	28	12	18	14	3	2	6	2	0	2	1	0	0	0	0	1	0	0	13	0	1	1	26	21	27	65	30	38
OTU_12125	18	26	24	24	33	43	1	0	2	2	1	24	0	0	0	1	1	0	0	4	4	0	1	1	12	19	25	25	25	17
OTU_8642	38	3	9	1	98	25	5	0	0	0	0	0	0	0	0	0	1	0	0	1	1	6	0	0	72	18	9	10	3	38
OTU_11365	37	34	29	28	33	56	2	2	0	1	0	1	2	1	2	4	3	2	4	4	7	1	2	1	10	16	12	22	14	9
OTU_11941	27	22	39	41	59	28	1	1	1	3	1	3	0	0	1	1	2	2	0	1	1	0	0	1	12	14	15	13	18	23
OTU_2070	5	1	1	0	1	0	3	2	4	1	6	13	8	1	0	2	1	0	43	20	10	100	35	34	4	8	1	3	0	5
OTU_10163	13	13	22	15	19	11	9	11	6	7	2	11	2	1	2	3	3	4	2	9	11	1	4	6	8	32	22	25	23	27
OTU_11590	29	27	16	35	30	41	3	2	1	3	2	13	2	4	4	2	5	3	5	11	8	1	1	2	9	22	10	13	12	8
OTU_10634	27	19	18	39	46	23	2	2	2	3	0	5	3	3	2	1	1	2	2	4	2	1	2	1	30	18	15	15	19	20
OTU_8809	10	8	13	10	12	11	13	13	5	10	3	30	9	6	6	12	3	5	3	15	6	1	5	10	12	21	14	17	16	20
OTU_836	3	2	0	10	0	3	21	10	18	20	60	15	17	2	4	3	1	1	3	4	1	28	6	3	57	1	3	3	3	6
OTU_10662	11	5	5	5	16	6	7	16	35	58	48	13	0	1	1	0	0	2	2	2	1	0	1	0	3	34	6	4	8	23
OTU_8251	9	4	12	9	10	10	6	7	4	8	12	28	15	4	4	4	4	3	15	10	14	6	11	14	6	25	12	14	13	11
OTU_1628	14	40	3	6	15	2	8	6	9	4	8	11	4	3	1	5	2	3	20	14	6	58	26	35	1	0	1	1	2	1
OTU_1347	10	0	12	1	1	2	7	4	9	3	14	14	10	8	4	7	8	5	20	25	5	74	15	29	6	0	0	1	0	3
OTU_6940	15	20	30	8	0	20	10	3	5	6	6	6	2	1	2	2	1	4	7	14	10	7	8	14	34	21	3	0	45	14
OTU_1052	2	3	1	2	2	1	19	12	18	10	73	28	18	10	3	8	4	2	2	1	2	30	19	4	22	2	0	2	1	3
OTU_8691	5	9	13	18	9	11	10	9	6	8	5	16	4	3	3	2	5	5	7	8	12	4	4	8	20	23	20	27	22	24
OTU_3641	13	21	10	11	25	11	2	4	3	1	2	1	0	0	0	0	1	1	0	0	0	0	1	0	36	27	27	77	29	22
OTU_7855	9	7	16	20	6	11	2	2	2	2	1	6	0	0	0	1	0	1	0	2	0	1	0	0	9	128	25	16	32	28
OTU_12501	5	2	1	2	2	4	2	142	1	1	1	72	0	0	0	0	0	0	0	0	0	0	0	0	0	32	3	3	30	4
OTU_4441	15	15	17	14	16	13	9	6	6	3	0	4	1	1	1	0	1	4	2	4	2	0	2	3	35	20	24	51	36	22
OTU_7770	30	26	44	6	3	22	3	3	2	2	2	1	1	1	1	1	2	3	11	8	11	6	11	13	29	11	7	4	47	6
OTU_8236	6	5	30	19	16	12	4	7	5	3	3	7	1	2	1	0	2	1	2	2	4	5	2	5	5	33	28	38	36	42
OTU_9068	8	18	13	20	10	5	9	4	2	2	2	26	2	7	2	7	0	3	7	12	8	2	19	7	10	41	12	22	23	12
OTU_11823	23	22	24	39	29	27	5	1	2	1	0	1	1	1	0	0	0	0	0	1	0	1	0	0	9	26	15	24	41	22
OTU_6452	14	8	0	14	37	8	25	30	33	44	23	6	1	0	0	0	0	0	2	0	1	2	1	1	9	18	23	0	1	5
OTU_10945	90	125	22	70	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0
OTU_5848	3	3	2	17	2	0	4	13	13	6	17	4	9	1	5	2	2	1	18	15	25	41	16	31	0	36	3	3	6	1
OTU_3288	19	28	70	0	15	16	3	1	1	1	0	2	0	0	0	1	0	1	0	3	1	0	0	1	0	9	47	87	22	1
OTU_8790	5	4	3	3	11	4	26	26	9	11	8	41	2	5	7	10	4	8	8	10	10	3	8	13	16	17	3	9	12	8
OTU_10593	23	18	15	30	37	17	2	2	3	0	0	13	2	9	1	3	6	3	6	8	4	2	7	4	46	9	12	12	9	12
OTU_11554	36	30	27	31	39	48	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	9	28	13	20	28	7
OTU_11353	38	39	28	37	42	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	17	10	19	18	10
OTU_2028	7	2	1	2	4	1	1	0	0	0	0	2	9	1	0	2	0	0	50	17	6	112	30	32	10	2	1	4	2	1
OTU_8400	23	16	37	17	12	21	5	3	2	1	4	3	1	1	1	2	1	1	4	1	2	2	2	3	30	15	35	19	33	22
OTU_14819	0	19	1	1	78	1	2	0	0	0	1	5	0	2	2	0	2	1	0	4	0	0	5	1	0	57	18	14	89	21
OTU_2279	16	3	12	2	2	2	12	14	18	10	20	23	9	12	2	5	2	4	20	19	2	38	10	30	3	4	1	1	3	1
OTU_11242	38	37	29	36	49	57	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	12	12	9	20	14	9
OTU_4989	6	15	17	24	8	8	1	4	8	12	1	8	4	0	2	0	1	1	0	1	7	1	1	4	14	78	21	13	30	24
OTU_3794	11	17	24	9	12	12	1	0	10	1	0	2	0	7	0	21	1	1	0	0	3	0	0	1	18	30	29	54	32	17
OTU_11911	15	13	9	33	26	31	7	3	3	3	3	4	1	1	1	1	1	0	1	3	3	1	1	1	8	28	4	6	79	31
OTU_14860	58	38	5	84	58	40	0	0	0	0	0	0	1	1	0	0	0	0	1	2	1	0	0	1	5	4	4	9	6	4
OTU_10951	32	23	22	30	33	41	5	9	9	9	1	8	0	1	0	0	2	1	1	10	0	0	2	3	8	13	9	17	12	10
OTU_2067	14	4	2	1	2	6	3	1	2	4	6	12	19	4	1	5	5	1	32	12	6	64	25	21	26	6	3	6	5	6
OTU_11211	12	12	34	9	22	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	46	25	41	27	60
OTU_10667	13	15	13	24	22	16	4	7	4	8	5	20	2	2	5	1	7	3	4	6	4	3	4	5	13	20	23	24	23	18
OTU_1735	3	0	3	1	3	2	8	7	11	6	26	11	29	18	16	22	13	14	7	5	3	30	6	12	30	1	1	3	1	4
OTU_14511	12	6	4	11	12	16	10	5	22	4	1	41	2	1	1	1	2	1	1	4	3	1	56	1	9	8	3	10	44	15
OTU_8278	21	26	18	22	14	11	2	2	3	1	0	7	5	2	0	0	3	1	1	2	2	1	1	2	6	20	17	68	24	38
OTU_8829	15	14	11	17	23	13	23	12	9	13	1	27	7	3	5	3	5	4	5	4	4	2	4	5	8	15	12	7	11	21
OTU_10590	12	29	12	18	17	7	4	6	1	3	1	11	8	0	0	2	3	2	6	4	6	1	4	5	85	11	19	12	11	13
OTU_10596	7	3	30	7	4	4	4	5	2	2	2	12	3	3	2	2	3	2	3	5	4	3	5	6	48	15	77	28	10	10
OTU_10554	22	9	11	12	24	8	5	3	2	9	5	11	2	3	1	2	2	0	5	4	5	2	2	1	58	29	34	21	12	14
OTU_11727	23	21	20	20	18	29	7	19	5	7	8	4	1	1	0	0	1	1	1	3	1	1	1	0	33	28	20	16	16	14
OTU_8363	16	9	21	14	16	14	3	7	1	1	6	10	4	2	1	1	4	1	2	5	5	2	4	3	21	46	23	18	35	22
OTU_11313	16	16	13	15	16	23	16	8	11	8	24	10	0	0	1	0	1	2	0	4	1	0	0	1	7	13	30	38	12	25
OTU_1068	6	16	2	7	2	1	7	4	6	3	34	26	16	4	4	5	2	2	2	2	1	49	5	6	74	12	0	2	4	3
OTU_10094	6	13	19	28	22	9	1	2	1	2	0	6	2	0	0	0	0	0	1	1	1	0	0	1	3	27	27	41	59	45
OTU_12146	0	0	71	0	56	97	0	1	1	1	0	1	2	6	1	3	4	5	0	7	2	1	1	1	28	6	13	10	2	1
OTU_8665	31	1	11	0	107	24	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	3	1	43	11	5	13	3	55
OTU_8804	6	8	13	9	5	8	14	21	11	8	2	38	2	3	5	6	2	3	5	10	4	0	6	8	13	27	14	19	18	18
OTU_11007	31	36	12	33	4	13	11	20	15	23	9	6	5	1	0	0	1	1	0	0	0	0	0	0	24	23	15	11	5	11
OTU_4583	6	8	12	11	15	12	12	12	6	5	2	9	1	2	4	1	3	1	7	5	7	0	3	5	23	32	19	42	32	21
OTU_10447	13	15	14	24	20	5	5	6	4	3	1	4	0	2	2	1	2	2	3	6	5	1	1	4	39	45	25	13	38	9
OTU_1627	6	24	2	1	14	1	4	3	7	4	10	4	11	5	6	8	6	4	17	16	2	53	23	34	12	1	2	4	5	8
OTU_11156	27	11	25	33	20	22	2	2	1	1	0	2	1	1	0	0	1	1	0	2	1	0	0	1	46	32	15	19	24	33
OTU_10537	13	14	14	19	24	12	9	11	7	5	2	12	3	3	3	2	2	5	5	6	6	3	7	5	14	36	18	16	16	14
OTU_11755	31	16	9	35	26	26	2	2	1	2	0	3	0	1	0	1	4	4	0	14	2	0	0	0	63	42	16	7	5	7
OTU_7980	7	9	22	21	17	6	10	13	5	9	2	20	1	3	1	1	3	2	3	7	9	3	2	4	10	29	14	19	34	21
OTU_8402	29	7	21	16	12	23	1	3	0	2	0	3	1	0	1	1	1	1	1	1	1	1	2	5	36	33	28	19	41	24
OTU_10644	24	28	12	41	39	13	2	3	2	2	4	4	2	2	1	2	2	4	2	3	5	2	4	4	18	23	12	14	22	19
OTU_10239	27	24	15	33	49	25	0	6	2	4	0	2	3	1	0	1	2	2	3	3	4	1	1	1	41	12	9	14	14	14
OTU_13495	1	0	60	2	69	96	0	0	0	0	0	23	5	8	1	1	1	2	1	0	0	0	0	0	23	4	7	8	0	0
OTU_3813	20	23	47	0	8	16	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	11	31	75	45	32
OTU_925	32	16	1	12	3	3	2	2	2	3	11	11	23	3	6	6	3	1	2	1	0	23	7	4	114	4	1	6	2	2
OTU_8084	11	13	24	20	30	17	5	6	3	4	1	4	2	1	1	1	4	2	1	2	3	0	2	4	25	33	26	18	23	29
OTU_11597	30	26	23	28	34	48	9	7	4	4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	10	29	13	16	21	7
OTU_12176	24	15	18	15	17	18	11	6	17	7	3	4	1	0	0	0	1	1	0	5	0	0	0	0	68	29	21	12	13	4
OTU_9327	14	17	13	15	25	13	17	16	14	10	12	9	3	3	1	4	2	3	4	7	2	1	3	4	19	15	11	14	23	10
OTU_8274	51	29	1	0	4	10	1	0	1	0	0	1	2	0	0	0	2	2	1	2	1	0	1	2	12	20	14	93	47	18
OTU_10045	6	8	30	30	10	9	9	6	8	7	0	7	3	2	2	1	2	4	2	5	5	0	1	6	14	34	15	20	29	29
OTU_8430	17	13	24	15	28	15	8	6	2	7	8	8	10	4	5	1	6	3	7	8	8	11	6	8	11	17	12	11	16	13
OTU_10689	18	20	13	23	26	18	3	3	8	7	3	11	3	4	2	2	6	4	4	5	4	3	7	4	21	17	22	14	17	14
OTU_10856	2	3	0	1	10	1	9	6	1	2	0	24	1	6	6	5	12	18	1	48	81	17	4	20	1	1	0	1	3	1
OTU_11470	36	35	29	24	40	48	5	3	3	5	5	1	0	0	0	0	0	0	0	0	0	0	0	1	11	5	8	20	13	9
OTU_2012	6	2	0	1	3	1	2	0	2	0	0	3	13	8	6	9	5	6	33	14	3	85	31	26	13	2	0	5	7	2
OTU_10823	12	2	11	5	6	11	3	4	1	5	0	20	0	3	4	0	9	17	0	82	11	1	1	7	54	12	9	4	2	1
OTU_1110	7	12	2	2	4	1	6	2	3	1	22	36	9	5	3	3	1	2	6	1	2	48	2	9	70	10	0	5	6	7
OTU_1070	7	7	1	1	1	0	13	9	12	10	64	21	8	2	1	5	3	1	5	1	1	52	7	7	34	4	0	3	4	1
OTU_11173	8	3	5	14	5	10	19	50	39	56	12	15	2	1	1	1	6	1	1	3	4	0	1	2	11	4	1	2	7	1
OTU_11619	18	20	12	22	20	23	5	5	5	5	3	3	1	1	1	1	2	7	1	18	1	2	0	0	15	77	5	10	13	5
OTU_3422	19	14	19	10	8	9	4	5	4	3	2	5	0	1	1	4	0	2	0	3	3	2	1	2	27	20	32	66	26	21
OTU_9309	5	13	20	21	19	6	0	4	16	10	0	4	0	3	0	1	2	4	0	12	21	0	3	3	6	17	40	17	33	20
OTU_11623	5	3	34	15	37	60	2	0	0	2	0	1	4	3	1	1	2	3	0	5	0	0	0	0	28	35	10	11	26	17
OTU_1672	6	0	6	1	2	3	12	14	13	9	23	21	15	12	1	12	10	4	15	15	5	43	10	16	4	3	1	2	1	1
OTU_7944	10	12	22	14	11	18	11	5	5	3	2	6	2	1	2	2	4	0	3	7	3	1	2	7	11	30	20	17	62	17
OTU_8550	18	13	18	18	27	13	13	6	7	4	2	18	10	3	4	3	5	2	2	4	5	1	6	6	19	19	13	13	12	7
OTU_10442	15	23	29	16	38	7	0	0	1	1	1	1	3	3	1	2	1	2	2	3	1	3	1	4	31	28	8	17	42	13
OTU_1570	6	1	1	0	8	1	12	11	8	3	18	10	10	2	2	4	2	3	18	18	7	62	11	21	7	3	2	8	10	18
OTU_10082	12	25	46	19	18	23	1	1	6	2	0	7	1	1	1	1	2	1	0	2	4	0	1	12	4	18	18	22	25	33
OTU_8176	3	8	13	13	9	12	11	8	12	8	1	12	3	5	2	4	5	5	2	9	11	1	5	7	6	22	20	27	28	28
OTU_10577	17	5	12	11	34	13	9	8	4	3	5	30	1	3	4	1	5	2	11	10	7	7	8	6	15	17	20	14	7	14
OTU_1371	26	2	10	1	10	5	5	5	5	2	9	9	18	10	7	10	10	5	10	10	2	40	10	16	24	4	4	3	10	6
OTU_8424	7	1	17	2	12	5	14	22	10	10	19	24	19	5	3	6	5	10	11	20	12	5	8	11	8	5	1	5	6	3
OTU_10563	2	3	20	7	6	4	7	7	3	5	2	13	6	3	3	2	4	2	9	11	8	4	6	4	27	26	56	14	19	13
OTU_846	5	0	6	6	0	3	23	10	18	15	40	18	14	5	2	3	3	3	4	6	2	28	4	7	43	1	3	2	1	10
OTU_10364	19	24	14	31	52	17	2	0	2	3	2	1	1	3	0	1	1	2	1	3	2	1	2	1	21	33	9	10	16	22
OTU_10700	11	9	8	16	23	11	9	10	12	7	4	20	1	1	3	2	5	1	9	10	6	3	11	7	10	32	7	11	15	16
OTU_8365	32	21	15	23	32	22	1	0	1	1	1	5	2	0	0	0	1	1	1	4	1	1	0	3	22	34	17	13	22	26
OTU_10778	28	30	24	27	24	43	4	2	4	3	2	3	1	1	2	0	2	4	3	13	1	0	1	4	9	12	8	13	20	12
OTU_10527	10	13	8	21	25	9	5	11	22	40	25	13	1	1	1	0	2	2	3	2	2	2	2	2	10	20	4	6	5	28
OTU_8611	20	2	7	0	132	18	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6	1	0	51	7	7	8	0	44
OTU_12468	2	9	8	12	6	4	10	97	0	2	1	57	0	0	0	0	2	0	0	1	1	2	1	0	2	26	9	7	23	12
OTU_10829	31	23	28	35	27	45	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	30	23	13	20	17	8
OTU_11230	8	7	50	26	56	53	0	0	0	0	0	0	4	4	1	2	2	3	2	2	2	0	1	1	12	11	16	11	11	12
OTU_3531	7	10	7	3	13	8	11	10	7	4	0	9	0	2	2	2	2	2	1	3	4	0	1	1	16	46	14	27	70	11
OTU_12682	12	9	30	15	22	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	24	55	25	30	21	51
OTU_59	18	15	15	25	18	11	3	3	2	7	4	5	5	2	2	3	2	1	1	1	1	2	0	1	12	42	23	19	24	37
OTU_9158	26	33	21	33	28	45	4	0	0	1	1	10	1	1	0	0	0	0	0	5	3	0	3	5	9	8	18	24	11	11
OTU_14305	1	0	1	0	0	0	36	32	47	35	64	26	1	0	0	0	0	0	0	0	0	0	0	0	8	3	2	3	4	1
OTU_11577	3	3	46	11	48	77	2	1	1	0	0	1	7	7	2	4	3	2	0	1	1	0	0	1	20	17	6	9	19	8
OTU_1335	0	0	0	0	0	0	61	65	13	97	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3666	22	22	63	5	14	13	2	1	1	1	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	3	42	81	19	8
OTU_10843	14	17	13	16	15	21	4	2	3	2	2	12	1	4	2	3	12	14	2	46	4	2	1	2	5	11	14	22	10	12
OTU_3460	2	3	17	17	2	5	19	16	6	4	0	16	0	2	1	2	1	4	0	4	2	0	0	3	8	23	52	13	40	31
OTU_8607	9	5	8	6	8	22	5	2	8	3	1	6	0	1	2	2	1	1	1	2	2	7	3	1	108	23	11	18	16	15
OTU_6301	0	0	0	0	0	0	52	53	16	98	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1678	6	0	5	1	0	2	25	20	10	33	8	24	6	4	1	3	3	2	14	25	4	54	12	9	0	0	0	0	0	0
OTU_1566	6	18	1	0	8	3	10	7	10	6	12	7	1	1	0	1	1	1	26	23	3	69	14	25	6	2	3	3	6	3
OTU_12198	7	14	32	9	30	47	20	10	7	21	17	5	3	4	1	1	2	2	1	5	2	0	0	0	11	7	7	9	9	9
OTU_8454	19	20	17	17	19	30	5	7	2	3	1	16	1	1	2	2	2	1	2	7	3	2	3	5	9	24	13	17	22	17
OTU_13317	11	10	16	0	1	1	0	2	1	2	1	1	2	30	1	47	51	2	3	10	29	3	6	1	15	0	1	0	22	1
OTU_10543	27	19	13	27	39	18	4	4	1	4	0	5	3	1	2	1	2	1	5	4	5	1	1	1	30	28	8	12	15	12
OTU_227	11	0	14	1	0	4	11	14	16	8	17	20	13	10	2	9	8	6	14	18	7	36	10	20	0	0	0	0	0	0
OTU_11777	2	0	40	3	41	66	0	4	1	5	1	0	4	6	1	3	3	2	1	1	0	0	0	0	15	4	65	21	1	0
OTU_10747	11	7	26	13	22	4	2	2	2	2	1	1	3	0	0	0	1	1	0	5	0	1	1	4	28	39	18	26	25	50
OTU_8439	7	4	16	4	6	13	9	10	2	3	14	12	9	4	6	3	4	4	6	14	8	7	18	13	13	23	10	18	12	9
OTU_1071	6	11	2	1	3	1	10	6	8	6	44	30	14	3	1	5	2	1	2	1	1	31	2	5	51	9	0	6	7	3
OTU_9280	12	10	13	7	7	12	11	4	6	3	1	17	0	5	3	5	3	3	3	10	5	4	4	8	14	30	14	34	31	16
OTU_9095	25	17	4	44	43	29	2	2	2	2	0	6	1	1	0	0	1	0	1	3	4	1	1	1	23	24	15	8	14	15
OTU_10401	21	15	14	23	35	16	3	8	4	4	0	3	1	6	1	2	4	2	2	6	1	1	1	3	16	35	11	12	17	18
OTU_14655	18	18	19	25	20	29	22	8	5	9	5	19	2	1	2	1	2	1	1	2	2	5	1	2	6	8	13	12	10	19
OTU_12462	6	14	7	9	13	8	3	55	3	2	3	33	1	0	0	0	0	0	0	2	1	1	1	0	10	48	6	8	33	16
OTU_3611	11	14	35	15	8	8	11	8	6	1	0	5	0	2	2	4	1	2	1	2	3	0	0	2	3	7	27	50	25	39
OTU_10763	0	2	0	0	2	2	5	4	3	10	1	2	0	0	2	1	3	0	1	23	40	3	1	139	1	1	1	1	1	1
OTU_3664	12	19	47	5	13	17	2	2	2	4	0	2	0	1	1	1	1	0	0	1	1	0	0	1	11	18	28	67	25	10
OTU_14623	2	0	0	0	0	1	59	32	50	32	30	40	0	0	0	0	0	0	0	1	0	1	5	0	2	2	0	1	1	2
OTU_8149	4	10	27	13	9	12	5	5	4	2	2	5	2	2	2	2	2	8	3	2	4	0	2	2	2	53	21	34	35	27
OTU_10920	4	4	44	5	43	55	1	1	1	1	1	0	4	2	1	2	3	1	0	0	0	0	0	0	29	19	16	21	10	26
OTU_10875	14	5	26	16	23	4	0	0	0	0	1	0	3	1	1	3	1	0	0	0	0	0	0	0	36	39	18	36	25	42
OTU_3216	1	1	1	2	2	3	24	2	7	4	0	4	1	0	3	0	0	1	1	5	2	1	0	2	3	188	6	1	7	24
OTU_10814	15	20	23	17	22	27	3	3	1	1	1	7	0	1	0	1	1	1	2	2	3	0	0	6	7	26	17	34	31	12
OTU_9342	8	11	18	21	17	14	7	2	6	3	1	10	2	7	1	2	2	3	4	7	5	2	3	5	23	27	16	16	31	13
OTU_11231	13	10	44	52	56	6	0	0	0	0	0	0	1	1	0	1	1	0	1	1	2	0	0	0	6	16	18	16	14	25
OTU_10058	9	19	22	29	26	10	1	2	3	1	0	6	2	1	2	0	2	2	1	3	5	0	0	0	8	22	20	28	32	32
OTU_9957	2	7	9	28	10	12	24	6	5	9	2	16	1	2	1	5	2	5	1	2	5	1	1	1	19	39	15	12	24	19
OTU_11641	8	6	5	11	10	11	8	4	4	9	2	2	5	7	2	2	1	1	5	3	4	2	5	0	10	98	3	6	34	19
OTU_3725	6	14	15	9	9	8	4	5	3	1	0	1	0	2	1	0	1	1	1	0	4	0	0	1	10	90	19	38	32	13
OTU_9334	7	14	18	20	14	10	5	9	8	6	8	8	1	3	2	3	2	1	2	3	7	1	2	3	15	22	15	16	28	22
OTU_8605	25	1	8	0	110	30	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	7	1	0	46	10	2	6	1	36
OTU_10664	19	20	14	39	42	13	0	2	1	1	0	8	2	11	1	2	3	1	2	1	1	1	2	2	13	22	5	12	18	17
OTU_10685	5	10	25	18	7	16	2	1	1	2	5	1	0	0	0	0	0	0	0	1	0	0	0	0	16	34	26	42	33	44
OTU_10514	19	19	16	22	44	17	2	2	3	2	0	8	4	3	2	3	3	2	4	4	4	2	3	4	13	18	14	17	22	11
OTU_18	7	8	17	5	3	27	12	5	7	4	5	14	2	1	1	1	1	1	6	2	2	2	2	3	18	31	11	10	20	56
OTU_3249	8	10	17	7	11	8	10	8	4	2	0	6	0	2	1	1	0	1	1	3	5	0	1	2	9	64	18	37	45	11
OTU_12399	32	30	28	19	23	35	1	3	1	4	2	1	1	1	1	2	1	1	5	4	6	4	5	5	8	18	11	17	9	8
OTU_9100	7	9	9	4	7	10	3	5	4	4	0	4	2	3	1	1	2	1	2	2	3	0	3	3	21	104	10	20	28	16
OTU_3184	10	9	3	13	5	2	3	3	3	4	18	13	12	4	4	5	5	3	6	6	4	25	8	12	14	28	7	10	20	12
OTU_10102	10	15	19	28	19	8	3	2	3	10	1	7	1	1	0	0	3	1	1	5	7	1	3	3	2	32	20	25	28	24
OTU_4506	10	13	34	7	11	12	12	5	6	1	0	8	0	1	1	0	0	4	0	2	4	0	0	1	4	18	33	47	35	14
OTU_1064	7	15	1	1	2	0	5	3	8	2	32	38	19	3	1	4	6	3	2	1	1	37	2	3	52	6	0	4	5	3
OTU_10475	27	28	15	21	40	15	1	2	1	1	0	3	2	1	1	1	2	1	1	2	3	1	2	1	21	18	7	11	51	10
OTU_11025	45	12	10	52	14	34	1	1	2	1	0	0	5	0	1	1	1	1	0	0	5	0	0	0	39	20	5	6	21	7
OTU_900	5	4	4	3	3	1	10	7	8	5	19	11	5	2	1	3	2	1	15	24	5	60	13	23	7	5	4	5	10	3
OTU_10494	10	8	15	9	9	10	3	3	2	4	1	5	2	14	1	4	1	1	4	7	2	3	4	5	35	44	29	23	14	9
OTU_8524	8	11	24	21	2	7	17	9	9	9	1	11	3	5	2	9	1	4	5	4	7	1	2	2	5	20	15	9	34	17
OTU_8004	6	5	27	11	17	11	13	9	4	12	1	18	4	2	2	3	5	1	0	5	4	1	6	2	4	35	17	10	25	20
OTU_10322	32	18	17	30	57	22	3	2	1	2	0	0	2	2	1	1	0	2	2	3	1	1	1	0	12	24	14	9	14	14
OTU_7093	7	8	5	0	11	4	8	7	9	6	14	11	15	8	7	10	6	7	13	9	3	37	7	18	13	9	4	2	6	5
OTU_14817	0	17	0	3	35	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	72	9	8	131	9
OTU_1590	1	11	0	3	4	1	9	6	2	6	8	7	27	18	14	24	13	14	0	2	0	34	2	8	23	7	4	2	0	3
OTU_14783	49	25	14	34	37	14	0	1	1	1	1	1	7	2	0	2	1	0	0	4	2	3	2	1	24	4	15	10	12	12
OTU_2035	16	10	2	4	5	8	6	4	6	3	21	18	18	4	3	5	7	4	8	6	1	45	5	7	30	3	3	8	4	8
OTU_10826	0	1	2	6	7	0	6	4	0	1	0	50	2	8	3	2	13	12	5	59	35	7	2	17	0	7	4	2	3	3
OTU_8107	15	16	18	36	38	18	1	2	1	1	1	1	1	2	1	1	1	1	2	3	2	0	2	1	11	50	13	13	12	14
OTU_8579	7	13	15	16	13	14	4	5	7	3	2	13	2	4	3	2	2	2	3	7	6	0	5	4	4	23	29	28	25	15
OTU_3646	11	10	14	30	10	9	1	2	1	3	1	1	1	1	0	0	0	1	1	1	1	1	0	1	11	9	14	31	27	91
